,Index,display_url,comments,is_video,likes,caption,labels
102,111,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74941125_164313151316253_3725710175384861377_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&oh=1ea04dd20ee18b7aa49fbcc9b8fe83c0&oe=5E662C5D,394,FALSE,149291,"Photo by William Albert Allard @williamalbertallard | Stan Kendall at the Miner's Club Bar, Mountain City, Nevada, 1979. A buckaroo crew and I went in one day to get supplies in the tiny hamlet of Mountain City, Nevada. Far from being a city, the community consisted then, as I recall, of a couple bars and a grocery store. It was late afternoon, and sunlight was blasting through the door, filling the room with red: Stan’s shirt, the curtains, the wainscoting on the bar, the barstool tops. It was as if the entire room was bleeding. Stan is kind of slumped there on the stool, a faraway look on his face. He had what I called that “leaving look.” And he did so the next day, packing up his bedroll and saddle, picking up his pay, and heading to another job on another ranch somewhere down the road. For more images of the American West and other assignments spanning a five-decade career #followme @williamalbertallard\n#nevada #red #bar #sunlight #cowboy""","['Fun', 'Sitting', 'Leisure', 'Furniture', 'Chair']"
103,112,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75379814_703304203490670_4886430958771554827_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=d84c3a18a134c7157ba2db84c229e666&oe=5E6F41BA,633,FALSE,290697,"Photo by Stephen Wilkes @stephenwilkes |  A lone sailboat glides through the fog on a turbulent day in Greenland. Long-term residents of Greenland are seeing firsthand the impacts of climate change, from a decrease in dogsledding, shorter ice-fishing seasons, and increased deaths from falling through thinning ice. The weather across the country, which used to be steady and predictable, is becoming increasingly volatile and threatening a way of life. To see more photos from my travels near and far, follow me @stephenwilkes.\n#StephenWilkes #Greenland #Iceberg #Melting #Climatechange'","['Polar ice cap', 'Ice', 'Sky', 'Arctic', 'Iceberg', 'Sea ice', 'Arctic ocean', 'Atmospheric phenomenon', 'Ocean', 'Natural environment']"
104,113,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75616313_583245135754452_9092620820226850801_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=8c97e770f0a4c14e76468f3b04a0a3d9&oe=5E7E5D5C,696,FALSE,188514,"Photo by David Guttenfelder @dguttenfelder | A dining couple is painted on a wall next to a breakfast booth at a Route 66 roadside restaurant in Tucumcari, New Mexico. We’ve been crossing the country, making a classic U.S.-style road trip. But we’re also driving electric cars, visiting renewable energy projects, and meeting people with innovative ideas about energy to see where we are, where we need to be, and how to get to a renewable energy future. On assignment for @natgeo on a renewable energy #roadtripto2070'","['Table', 'Room', 'Furniture', 'Interior design', 'Restaurant', 'Vacation', 'Leisure', 'Coffee table', 'House', 'Wallpaper']"
105,114,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73165989_895338810867616_4985483942116285771_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=3f5457dc92c25eac9dbb26ed7de5a6d5&oe=5E73EAAF,529,FALSE,311116,"Photo by Ed Kashi @edkashi | An aerial view of Mount Pinatubo's crater and the surrounding terrain still shows the scars of eruption, including vast tracts of lahar lava flows that created an eerie lunar landscape. Philippines, 1999. #mtpinatubo #philippines #volcano #eruption #landscape""","['Mountainous landforms', 'Mountain', 'Mountain range', 'Ridge', 'Sky', 'Summit', 'Geological phenomenon', 'Massif', 'Fell', 'Highland']"
106,115,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75281136_405931626984348_5685679666487046454_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=ddcd56774b257d4086310fb7ad42bbc3&oe=5E7D23ED,503,FALSE,197306,"Photo by Becky Hale @beckythale | Marine geoarchaeologist Beverly Goodman didn’t blink when we asked her to get into a wet suit and stand in a shallow pool while I photographed her behind a sheet of falling water. Gabe Scarlett, our photo intern at the time, and Mark Thiessen, a fellow staff photographer, poured water while photo editor Julie Hau made sure I was sharp and photo editors Shweta Gulati and Eslah Attar made sure no one got electrocuted. Beverly is one of the amazing women I've had the privilege of photographing on assignment for National Geographic magazine.""","['Hair', 'Face', 'Facial expression', 'Chin', 'Hairstyle', 'Head', 'Eyebrow', 'Nose', 'Beauty', 'Blond']"
107,116,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74416767_2532624906851644_4144470637701824401_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=b3e351d3f11920012b818b0c65b05135&oe=5E84BDBC,567,FALSE,192071,"Photo by Simon Norfolk @simonnorfolkstudio I Brazilian architect Oscar Niemeyer, who died in 2012, is considered one of the key figures in the development of modern architecture. He was best known for his design of civic buildings in Brasilia, a planned city that became Brazil's capital in 1960, as well as his collaboration with other architects on the headquarters of the United Nations in New York. This is the Palácio do Planalto, official workplace of the president of the Federative Republic of Brazil. \nFollow @simonnorfolkstudio for updates, outtakes, unpublished, and archive material.\n#OscarNiemeyer #Brasil #Brazil #Brasilia #architecture""","['Architecture', 'Sky', 'Reflection', 'Building', 'Mixed-use', 'Night', 'Urban area', 'Facade', 'House', 'Real estate']"
108,118,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74470867_556642878238268_8458314061162238733_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=108&oh=7ce301961573cd6abf98f3801e297b54&oe=5E72C97B,781,FALSE,189647,"Photo by Karla Gachet @kchete77 | Yessenia Aguayo prepares for her quinceañera (15th birthday) at her grandparents house in the province of Los Rios, Ecuador, in 2008. For this celebration, her entire extended family pitched in and the whole town was invited. Yessy grew up in Hacienda La Mariana, a tightly knit community that survives off their land. Most of the people are blood related and inherited land from their parents. A quinceañera is a special celebration, a coming-of-age ritual. Back in the day, it used to be a way to show off your daughter to possible suitors. Things are starting to change for girls in the community. Yessy finished school and went on to college, and in this way she became a role model for many of her younger cousins. #mocache #montubiopride'","['Dress', 'Pink', 'Lady', 'Clothing', 'Beauty', 'Gown', 'Skin', 'Shoulder', 'Bride', 'Wedding dress']"
109,119,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75234547_588032765273192_3342605675155044800_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=108&oh=7f0959afbb561634ed6dc17d23a12f61&oe=5E6AE001,450,FALSE,307609,"Photo by Ira Block @irablockphoto | A full moon rises over the dunes of Erg Chebbi, near Merzouga, Morocco. Ergs are seas of dunes formed by wind-blown sand over time. Some of the dunes rise up to 150 meters (500 feet) from the surrounding desert. Besides visiting tourists, the area is also popular for sandboarding, a sport similar to snowboarding. #followme for more travel imagery @irablockphoto\n#travel #morocco #sanddunes #irablock'","['Sky', 'Blue', 'Cloud', 'Horizon', 'Silhouette', 'Sea', 'Atmosphere', 'Calm', 'Astronomical object', 'Evening']"
110,120,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73045520_271333173758117_1810928919909355559_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&oh=bdeaff651a7db22b8844d19d1885141f&oe=5E84F7F6,2058,FALSE,568884,"Photo by Michael Melford @michaelmelford | While driving like mad to get to my destination, an aurora lit up the sky! I had flown into Fairbanks, Alaska, on assignment to photograph the wild and scenic river Birch Creek, some two hours away. I was very lucky, as the northern lights went on all night long, allowing me to get a good shot.  #Alaska #aurora #nightsky  #wildandscenic'","['Aurora', 'Sky', 'Nature', 'Green', 'Atmospheric phenomenon', 'Natural landscape', 'Atmosphere', 'Geological phenomenon', 'Landscape', 'Night']"
111,121,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72296749_2353146505015285_7505307525195220097_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=125160b03b90d1a575a68256a0f8cbc5&oe=5E76969F,1019,FALSE,286716,"Photo by Katie Orlinsky @katieorlinsky | Vebjørn Aishana Reitan prepares to hunt caribou in Kaktovik, Alaska, an Iñupiat village on the coast of the Beaufort Sea located within the Arctic Wildlife Refuge. The Refuge is currently in danger of being opened up to gas and oil drilling. This not only threatens the 200,000 caribou that calve and raise their young there, but the people who rely on them. For Iñupiat and Gwich'in communities, subsistence hunting is not only a source of food, but a tradition that is crucial to their cultural, spiritual and everyday life.""","['Parka', 'Winter', 'Outerwear', 'Snow', 'Coat', 'Fur', 'Headgear', 'Jacket', 'Photography', 'Shotgun']"
112,122,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73420461_1406018646224909_7458293308090127172_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&oh=a84b7e93fb4826ddbb7f3e303c9c89dc&oe=5E8363E7,771,FALSE,313573,"Photo by Lucas Foglia @lucasfogliaphoto | June Rettinger de Arballo performs a Native American–inspired blessing ceremony at Enchantment Resort in Sedona, Arizona. De Arballo, whose mother is Mexican Apache, says tourists “want something authentic. They want something traditional from a culture that goes back centuries.”'","['Darkness', 'Lady', 'Smoke', 'Human', 'Human body', 'Hand', 'Performance art', 'Flesh', 'Portrait', 'Performance']"
113,123,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74940072_149716359736111_5334532280378930969_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=ac76c660dfaaffd104ff8aecd28add0d&oe=5E8CD89C,403,FALSE,173185,"Photo by Camilla Ferrari @camillaferrariphoto | In Shichahai, one of the most touristic areas of Beijing, China, the sun was about to set. \nEverything became silent. A woman came out of a public toilet–her expression was so delicate yet nostalgic–while a man, statuesque in his posture, stood behind a curtain at the end of a small street.'","['Street', 'Alley', 'Building', 'Infrastructure', 'Road', 'Door', 'Architecture', 'Facade', 'Art']"
114,124,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73099889_401823780701924_5875584909502958267_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=108&oh=e6dab71bd7fa76e7aa9046cef2bff41e&oe=5E660F92,379,FALSE,184568,"Photo by Michael Christopher Brown @michaelchristopherbrown | United States Special Operations soldiers stand above their base near the town of Obo, Central African Republic, in May 2014. Several days a week, pilots transported U.S. Special Forces and supplies from Uganda to South Sudan, Democratic Republic of the Congo, and the Central African Republic to support a coalition that included African militaries to help counter the Lord's Resistance Army (LRA), led by the fugitive Joseph Kony. Though Kony was not captured, the operation largely came to an end in 2017. For more follow @michaelchristopherbrown. #centralafricanrepublic #LRA #USSOF""","['Sky', 'Night', 'Blue', 'Green', 'Light', 'Tree', 'Lighting', 'Water', 'Atmosphere', 'Cloud']"
115,125,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/71139120_725375124625871_1540923227713463873_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&oh=09fa83fb04e0d4d53dff128c067f65a3&oe=5E6F2AA2,1815,FALSE,403973,"Photo by @gerdludwig | A couple takes a selfie in front of the most famous mural on the Berlin Wall, called ""The Kiss of Death"" by artist Dmitri Vrubel, which depicts the late Soviet premier Leonid Brezhnev kissing his East German counterpart, Erich Honecker.  November 9 marks the 30th anniversary of the fall of the 96-mile-long Berlin Wall, which physically divided East and West Berlin from 1969 to 1989.\n\nThe East Side Gallery, a 1.3-kilometer-long section of wall that once circled West Berlin, is now an international memorial to freedom. The paintings document a time of change and express hopes for a better, more open future for the entire world. @natgeoimagecollection @thephotosociety #BerlinWall #Berlin #Germany'","['Wall', 'Street art', 'Art', 'Poster', 'Mural', 'Graffiti', 'Advertising']"
116,127,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/72761018_149427383124567_6011436220764338209_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=da50d1c7d6909c0e4d92097fdc4e2f2b&oe=5E8CC2FB,1006,FALSE,313931,"Photo by William Daniels @williamodaniels | A clown dressed as a pregnant woman dances in Bangassou, Central African Republic, as part of the festivities during the presidential election campaign—an event celebrated all over the country with music, dance, and performances. After the initial post-election hope and euphoria, the country soon sunk back into chaos. It has been affected by sectarian violence and a humanitarian crisis since 2013. Follow me on @williamodaniels for more human stories around the world.'","['People', 'Adaptation', 'Event', 'Tribe', 'Crowd']"
117,128,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74898934_1388230824664698_5012593492047776024_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=0f81e29d4f42ed8f09fc7c7c101f639c&oe=5E6F3C40,565,FALSE,188522,"Photo by Nichole Sobecki @nicholesobecki | There’s something gorgeous to me about this moment of temporary flight. In this small apartment in Zimbabwe’s first high-density township, Mbare, three generations of women and children gather in the room where they study, laugh, and sleep. The mother and grandmother did laundry to support them all, but through a child's imagination this green washing pail had been transformed. Gone were the suds and dirty clothes—this was an airplane going to a destination unknown. #highflyer #mbare #zimbabwe #women""","['People', 'Red', 'Child', 'Fun', 'Adaptation', 'Room', 'Leisure', 'Event', 'Photography', 'Vacation']"
118,129,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74403393_542727966271972_1476507061557321577_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=077a66f8282ce73ff524c7f378f0b0c0&oe=5E788A15,442,FALSE,203040,"Photo by Ami Vitale @amivitale | Children from the village of Katumbi play and collect water near Lake Tanganyika, on the western edge of Tanzania. In 2011 and 2016, I went here with @nature_africa to photograph the Tuungane Project, which aims to create healthier families, fisheries, and forests. Here, only 1 in 10 girls finish secondary school, due to pregnancies, the time spent getting to school, or other challenges. But staying in school means these girls typically marry and start having children at a later age, and education provides women more opportunities to become employed, earn an income, and reduce their overall reliance on natural resources. In early 2019, @nature_africa donors built a life-changing, 80-bed girls’ dormitory next to Lagosa Secondary School. Girls who otherwise had no time to study due to long walks to school or faced other hardships at home now have a safe place to live and learn. Learn more by following @amivitale @nature_africa @thephotosociety and @nature_org\n#girls #letgirlslearn #tanzania #africa'","['People', 'Water', 'Jumping', 'Fun', 'Child', 'Human', 'Happy', 'Play', 'Adaptation', 'Photography']"
119,130,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/67679497_455737038384703_3766203492665164491_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=566089807298d30d0a42019fa634ef5e&oe=5E864747,1089,FALSE,487830,"Photo by Trevor Frost @tbfrost | Two male scarlet macaws skirmish over access to a clay lick in Yasuni National Park, Ecuador. Recent research suggests macaws visit these clay licks for the sodium deposited in the clay. Follow @tbfrost for more photos of wildlife from the Amazon.'","['Vertebrate', 'Bird', 'Macaw', 'Parrot', 'Beak', 'Adaptation', 'Wing', 'Organism', 'Lovebird', 'Budgie']"
120,131,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73372133_715089492301392_7139500847245420235_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=7908b5da874d443fe0643efda9ac8a57&oe=5E7D0E80,1000,FALSE,429343,"Photo by Keith Ladzinski @ladzinski | Staring into the clouds and discovering shapes, faces, and structures is something we all likely did as children. It’s a form of pattern identification, the term for which is pareidolia. It’s a perfectly normal human tendency for identifying objects rapidly, like the face looking downward that many of you may see in this cloud formation. It’s a portal into the imagination, tapped when we look at art and iconic formations in national parks where we see signs for things like “owl rock” and “kissing camels.” #pareidolia'","['Sky', 'Cloud', 'Daytime', 'Atmosphere', 'Cumulus', 'Atmospheric phenomenon', 'Geological phenomenon', 'Evening', 'Meteorological phenomenon', 'Orange']"
121,132,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/72759134_1381707448659380_3909421850221215045_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=108&oh=4f75e8ed4247f2cf535e5be80e71a6c1&oe=5E783B03,456,FALSE,151333,"Photo by Saumya Khandelwal @khandelwal_saumya | Dussehra is a Hindu festival celebrating the victory of Lord Ram over the demon king Ravana. For Hindus it symbolizes the victory of good over evil. In the 10 days leading up to the festival, the theatrical performance of the Hindu scripture of Ramayana, called Ramlila, takes place across northern India, which concludes in the burning of the effigy of the demon king on the last day of Dussehra. \nIn Old Delhi the actors dress up as characters from the scriptures and make processions on the street surrounded by traditional music bands. People throng the streets to look at the actors as if they were real gods. \n#festival #hinduism #india'","['People', 'Event', 'Tradition', 'Ritual', 'Temple', 'Ceremony']"
122,133,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75403181_2394268410811315_6066172865276292752_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=13a9ef22d1839c4ef580167f57195450&oe=5E6C06DE,2611,FALSE,762304,"Photos by Jimmy Chin @jimmychin | We have been on a wild ride with @freesolofilm over the last year. Coming out the other side of an amazing theatrical release and awards run (a BAFTA, 7 Emmys, and an Oscar), it’s still safe to say that bearing witness and documenting @alexhonnold's process of preparation and eventual free solo of Yosemite's El Cap still easily remains the wildest part of that ride. While we tried to manage the pressure of making the film and doing our best to shield Alex from the pressures of production, nothing compares to what Alex managed over those two years and particularly on June 3, 2017. We have all been incredibly grateful for the connection people have had with the film—there is truly no more a film team could ask for. Excited to share that Free Solo will be launching again November 12 on Disney +. Here are a few moments from the magazine assignment to celebrate the upcoming release and new life for Free Solo.""","['Sky', 'Nature', 'Mountainous landforms', 'Natural landscape', 'Mountain', 'Cloud', 'Geological phenomenon', 'Rock', 'Wilderness', 'National park']"
123,134,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/74333551_2424571671091379_5345337150836418535_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&oh=9ab43ef51a31ce59e63406c849746cab&oe=5E88BCE5,541,FALSE,181868,"Photo by Natalie Keyssar @nataliekeyssar | Two members of Moni Dance, a Caracas-based neighborhood dance team, hop a fence on a rooftop in the Catia area after performing at the opening of a new basketball court—part of a violence prevention initiative. Cultural programs like Moni Dance have become all the more important amid Venezuela's ongoing crisis, where grassroots arts collectives create a space for normalcy and empowerment.""","['Leg', 'Thigh', 'Joint', 'Muscle', 'Knee', 'Human leg', 'Hip']"
124,135,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/76866794_2767165736640606_2714524668778178470_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=58834986ea3d97864ef55dc166af7663&oe=5E797AF8,303,FALSE,150895,"Photo by Simon Roberts @simoncroberts | Charity staff demonstrate shelter construction techniques to communities in the city of Tacloban, Philippines, affected by Typhoon Haiyan. Each year, natural disasters damage or destroy the homes of hundreds of thousands of people worldwide. On November 8, 2013, Typhoon Haiyan wreaked havoc across much of the central Philippines. In the city of Tacloban, thousands of people were killed when the storm surge destroyed dwellings.  #typhoonhaiyan #taclobancity'","['Tourism', 'Tree', 'Community', 'Crowd', 'Hill station', 'Leisure', 'Summer', 'Travel', 'Fun', 'Plant']"
125,136,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72869364_3472829329401692_2989319317747921509_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=108&oh=94e6f22cb0ef3a4ba31b148705179acf&oe=5E7C6EC3,1628,FALSE,448904,"Photo by Cristina Mittermeier @Mitty | As a mother, I am keenly aware of what it takes to raise the next generation. Perhaps that’s why I feel such empathy for the struggles of mothers in the wild. A harp seal mother does everything by herself. She gives birth on the ice where her pup will spend the first weeks of his life, suckling at her side until he is ready, around two weeks later, to slip over the lip of the ice and into the Arctic water. These pups are born without blubber, but they quickly pack it on from their mother's milk, which contains between 25% and 40% fat—the higher the fat content, the closer the pups are to leaving their mother's side. Pups grow from roughly 24 pounds at birth to 80 pounds by the time their mothers leave them to fend for themselves. Follow me @Mitty for more stories about animal mothers from the far corners of the world captured on @SeaLegacy expeditions. #Motherhood #HyrdateLike #Arctic #SeaIce""","['Seal', 'Mammal', 'Harbor seal', 'Fur seal', 'Arctic', 'Marine mammal', 'Natural environment', 'Steller sea lion', 'Earless seal', 'Ice']"
126,137,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/71118572_1847971605333709_8329903729166521661_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=078109ec50bbd5cd8737720b79f5dfe7&oe=5E8C517E,900,FALSE,370403,"Photo by Hannah Reyes Morales @hannahreyesmorales | Zamanbol, a teenage eagle huntress from the Altai region of Mongolia, hugs a young falconer from her family. Hunting with eagles connects these children to the wild, and in the process it connects them with each other. \nFollow me @hannahreyesmorales for more stories. #whoruntheworld #girls'","['Fur clothing', 'Fur', 'Interaction', 'Fun', 'Love', 'Photography', 'Hug', 'Happy', 'Smile', 'Gesture']"
127,138,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73470502_2419885908341470_6573699534493652293_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=110&oh=1e9a9a1f15095ae84f4d220f853c6069&oe=5E67D9E1,399,FALSE,228754,"Photo by Robbie Shone @shonephoto | The Grotta Cassone is a very straight 246-meter-long tunnel that formed within a lava flow beneath the southern flank of Mount Etna in Sicily. The striking, dark black basaltic rocks are over 8 meters high in some places and up to 10 meters wide, while the lava solidified on the floor has a corded, rippled texture. Many similar lava tubes have been discovered on Mount Etna, as a result of road construction on the volcano.'","['Tunnel', 'Darkness', 'Infrastructure', 'Tree', 'Lava tube', 'Geological phenomenon', 'Formation', 'Thoroughfare', 'Cave', 'Caving']"
128,139,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/71017865_526111024910249_5535867251866291059_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&oh=37ec90c855993e916ce3927843693ff8&oe=5E82E9EE,4170,FALSE,285670,"Photo by Magnus Wennman @magnuswennman | Fryad, 6, and her family fled the city of Amuda in northern Syria, near the Turkish border. Now she sleeps on a white tarpaulin outside the Bardarash refugee camp in Iraqi Kurdistan. Next to her is a bag and a small suitcase with the belongings that the family managed bring with them. Together with hundreds of others, they are waiting for a tent to sleep in. The Bardarash camp opened in 2013 in the mass escape from ISIS, but since the terrorists were defeated it has been abandoned. Until now. The family does not know if and when they can return home.'","['Sitting', 'Photography']"
129,140,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73301542_180252566358730_1607197446871059725_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=110&oh=4741ad92a29dd1221b30f5f504bd03a4&oe=5E798036,1155,FALSE,159969,"Photo by Erika Larsen @erikalarsen888 | Roxane Gay,  photographed in Los Angeles, August 21, 2018. Roxane Gay is a writer, professor, editor, and commentator. In anticipation of the 100th anniversary of the 19th amendment, National Geographic is highlighting what it means to be female. As part of that coverage, we photographed luminaries from around the world.\n\nCheck out the link in our bio to learn about Nat Geo’s groundbreaking new book that showcases an incredible group of history-making women. #NatGeoWomenofImpact'","['Clothing', 'Dress shirt', 'Sleeve', 'Shirt', 'Formal wear', 'Neck', 'Gentleman', 'Top', 'Silk']"
130,141,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/71844695_3098544433495593_5618533779669035194_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&oh=2f5ba2d7f3631a90f9917dfd6b78dc07&oe=5E7760F7,619,FALSE,163852,"Photo by David Guttenfelder @dguttenfelder // Sponsored by @MazdaUSA #NatGeoMazdaContest // An Indonesian girl rides a pink bicycle matching her vibrant head scarf through Fatahillah Square in Jakarta, where she and her family traveled during the holy month of Ramadan to visit relatives and celebrate Eid al-Fitr. Fatahillah Square is a historic area in what was once the heart of Dutch colonial rule. I enjoyed watching the plaza fill with families who rented brightly colored bicycles and floral hats, laughed while circling the square together, and took pictures to remember the festivities. // Enter the #NatGeoMazdaContest to win the opportunity to be one of National Geographic’s next great storytellers. When you are out with your camera, what remarkable or impactful moments have you captured? We want to see what inspires you. Upload a gallery of 3-5 images to your Instagram account as one post, with the hashtag #NatGeoMazdaContest, tagging @natgeoyourshot. The contest, presented by @MazdaUSA, runs through November 18, 2019. Open to legal residents of the 50 U.S./D.C. only 18+. For more information go to natgeo.com/mazdacontest.'","['Bicycle', 'Pink', 'Bicycle wheel', 'Vehicle', 'Cycling', 'Bicycle drivetrain part', 'Snapshot', 'Mode of transport', 'Recreation', 'Sports equipment']"
131,142,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75430300_1758476397630411_1881686645357759242_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=70d05c6128fe8851da386726f513d346&oe=5E6E408A,1146,FALSE,461142,"Photo by George Steinmetz @geosteinmetz | A camel caravan crosses the Ténéré Desert of Niger with loads of salt for distribution to markets across West Africa. I took this picture in 1997 from my ""paramotor,"" which provided a new perspective on this ancient trade route. It was a year of good rains, and that made for an unusually large number of camels healthy enough for the two-month-long round trip to the oasis of Bilma. To explore more of our world from above, follow @geosteinmetz.'","['Yellow', 'Sky', 'Sand', 'Dune', 'Landscape', 'Heat', 'Aeolian landform']"
132,144,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73124642_144615920154827_4785967822852887514_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&oh=da1fdbf66e64cbdd1fcd8572d0f95fc7&oe=5E87B1ED,308,FALSE,125773,"Photo by Maggie Steber @maggiesteber | Veteran forensic artist Jeanne Boylan recovers fragmented impressions of shapes and textures etched deep in memory by trauma in victims of crimes. She has helped solve some of the most notorious crimes of past decades. She says her crucial skill is not drawing but simply listening, often for hours. “Witnesses often surprise themselves,” she says, “with what they remember when someone is willing to listen.” She comes in after witnesses have often been questioned for hours by police trying to ascertain details of a crime. She asks subjects about color, temperature, and other small details. From this information, she draws a likeness of the criminal. One of her most famous drawings helped the FBI identify and catch the Unabomber in April 1996, ending a 17-year chase. #natgeowomenofvision #memory #women'","['Design', 'Room', 'Photography', 'Material property', 'Technology', 'Architecture', 'Black-and-white', 'Collage', 'Interior design', 'Art']"
133,145,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72764821_164560001301409_2982205866872606018_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=e7275a30730bca35e56df9f201f8eb01&oe=5E66FAA6,825,FALSE,162992,"Photo by Anastasia Taylor-Lind @anastasiatl | Night nurse Tamiesha Graham Baker shows new mom Kelly Howell a feeding technique to try with baby Rooney in Long Island, New York. Before work Baker says good night to her own 10-year-old daughter, Nyiesha, who stays with an aunt until morning.\nI spent five months embedded with New York City families, documenting the brutal math of caring for children in America.'","['Room', 'Photography', 'Sitting']"
